,Gene,Sample,NormalizedCount,Subject.ID,Profile,origID,SULB,GATC.D3,Sex,IVSA,Reads,Reads.after.trim,Mapped.in.pairs,Mapped.to.total.rRNA
67338,Syne1,ZR2QY268,20.3734922075888,β-D3-1R,VTA,261,50 mg/Kg,0 MG/KG,M,F,44929424,27214656,0.6185,0.0632
67339,Syne1,ZRJY4674,23.8818747380392,β-D3-2N,VTA,262,50 mg/Kg,25 MG/KG,M,F,47480300,28360166,0.6007,0.0306
67340,Syne1,ZR47WV36,23.3001240931094,β-D3-3R,VTA,263,50 mg/Kg,40 MG/KG,M,F,45153884,16388610,0.5553,0.0389
67341,Syne1,ZRMW8667,27.1019526969528,β-D3-4N,VTA,264,50 mg/Kg,70 MG/KG,M,F,38088294,22365568,0.6183,0.014
67342,Syne1,ZR68A722,26.3672217932482,β-D3-5R,VTA,265,,F-O,M,F,38804726,10205944,0.3228,0.008
67343,Syne1,ZRT8G473,22.2942750696614,β-D3-6N,VTA,266,,SALINE,M,S,40997748,26847270,0.6075,0.04
67344,Syne1,ZR4FH422,31.4581165512099,β-D3-7R,VTA,267,50 mg/Kg,0 MG/KG,M,F,48126870,22952244,0.6384,0.0202
67345,Syne1,ZRDE7864,24.3328735159725,β-D3-8N,VTA,268,50 mg/Kg,25 MG/KG,M,F,40985302,22264726,0.5991,0.0299
67346,Syne1,ZR77R8G8,20.311916272604,β-D3-10N,VTA,269,50 mg/Kg,70 MG/KG,M,F,41806384,22199220,0.621,0.1673
67347,Syne1,ZRD2M386,25.3734329496472,β-D3-11R,VTA,270,,F-O,M,F,48701456,17171936,0.5914,0.0247
67348,Syne1,ZRB4T273,27.1322992730922,β-D3-12N,VTA,271,,SALINE,M,S,44111530,2927172,0.2891,0.2296
67349,Syne1,ZR73CG82,25.4724346200287,β-D3-13R,VTA,272,50 mg/Kg,0 MG/KG,M,F,48503238,12552470,0.6197,0.0237
67350,Syne1,ZR87U36B,38.225289155414,β-D3-14N,VTA,273,50 mg/Kg,25 MG/KG,M,F,29726386,3311778,0.241,0.0202
67351,Syne1,ZR866WT3,36.339201956157,β-D3-15R,VTA,274,50 mg/Kg,40 MG/KG,M,F,38951822,25922652,0.5476,0.0298
67352,Syne1,ZR4W2K23,26.8212980630821,β-D3-16N,VTA,275,50 mg/Kg,70 MG/KG,M,F,45064760,22059604,0.4344,0.0146
67353,Syne1,ZR284NU3,17.4588367477103,β-D3-17R,VTA,276,,F-O,M,F,36550824,18887920,0.638,0.0267
67354,Syne1,ZRE6843X,19.9790512272437,β-D3-18N,VTA,277,,SALINE,M,S,52471418,23959124,0.6214,0.0209
67355,Syne1,ZR42U3A3,14.1423837366739,β-D3-19R,VTA,278,50 mg/Kg,0 MG/KG,M,F,44429406,12519348,0.4838,0.1161
67356,Syne1,ZRR6X628,95.531290730998,β-D3-20N,VTA,279,50 mg/Kg,25 MG/KG,M,F,46647478,3662276,0.1971,0.0118
67357,Syne1,ZRT2D427,20.0701725361984,β-D3-21R,VTA,280,50 mg/Kg,40 MG/KG,M,F,36842432,15947318,0.3768,0.0175
67358,Syne1,ZRCM3388,34.7926781850499,β-D3-23R,VTA,281,,F-O,M,F,35875632,15022918,0.3757,0.0292
67359,Syne1,ZRMP8222,26.147702435117,β-D3-24N,VTA,282,,SALINE,M,S,30307782,11365918,0.4663,0.0442
67360,Syne1,ZR2Y67V6,27.7672331416622,β-D3-25R,VTA,283,50 mg/Kg,0 MG/KG,M,F,32733278,10779832,0.3594,0.1329
67361,Syne1,ZREK3463,23.1349485920078,β-D3-26N,VTA,284,50 mg/Kg,25 MG/KG,M,F,45922402,25733136,0.5921,0.0165
67362,Syne1,ZR72KM26,16.8213241376199,β-D3-27R,VTA,285,50 mg/Kg,40 MG/KG,M,F,51523716,29105694,0.6121,0.0894
67363,Syne1,ZR63434N,34.7712284809576,β-D3-28N,VTA,286,50 mg/Kg,70 MG/KG,M,F,35637044,656282,0.0431,0.0655
67364,Syne1,ZR63486J,24.7948182790197,β-D3-30N,VTA,287,,SALINE,M,S,82877230,56586078,0.6808,0.0361
67365,Syne1,ZR338V38,23.3086843011454,β-D3-31R,VTA,288,50 mg/Kg,0 MG/KG,M,F,123629916,33353204,0.7091,0.0416
67366,Syne1,ZR46D23L,38.3196360452682,β-D3-31R,VTA,288,50 mg/Kg,0 MG/KG,M,F,69988598,43972500,0.7203,0.0521
67367,Syne1,ZRQB3447,33.1080472868874,β-D3-32N,VTA,289,50 mg/Kg,25 MG/KG,M,F,49060800,23666780,0.6249,0.0554
67368,Syne1,ZR2782KK,31.6958515147533,β-D3-33R,VTA,290,50 mg/Kg,40 MG/KG,M,F,81436872,47125400,0.6384,0.0567
67369,Syne1,ZR3F3E24,31.9012565141472,β-D3-35R,VTA,291,,F-O,M,F,64316620,49400512,0.6656,0.056
67370,Syne1,ZRJW8874,28.3580010581397,β-D3-36N,VTA,292,,SALINE,M,S,92075488,56726992,0.6315,0.0397
67371,Syne1,ZR7J47H3,28.1335469776961,β-D3-73R,VTA,293,50 mg/Kg,0 MG/KG,M,F,74348564,36696340,0.6469,0.0766
67372,Syne1,ZR42E678,27.3653513876596,β-D3-74N,VTA,294,50 mg/Kg,25 MG/KG,M,F,63378356,41195316,0.7022,0.0598
67373,Syne1,ZR27T3N4,34.8557162416966,β-D3-75R,VTA,295,50 mg/Kg,40 MG/KG,M,F,52805538,39477246,0.7572,0.0492
67374,Syne1,ZR64B634,28.6953101232364,β-D3-76N,VTA,296,50 mg/Kg,70 MG/KG,M,F,63418824,48334488,0.7453,0.0491
67375,Syne1,ZRY28227,35.9745074562386,β-D3-77R,VTA,297,,F-O,M,F,34000412,21495840,0.7101,0.0616
67376,Syne1,ZRF32F72,24.415185847184,β-D3-78N,VTA,298,,SALINE,M,F,62038736,40354986,0.6693,0.0562
67377,Syne1,ZRC68F26,27.5671403942565,β-D3-79R,VTA,299,,40 MG/KG w/o SULB,M,F,73975646,44718992,0.6766,0.0609
67378,Syne1,ZR777B7X,33.079923027735,β-D3-80N,VTA,300,,40 MG/KG w/o SULB,M,F,66857528,48522678,0.7336,0.0621
67379,Syne1,ZRF4687K,33.5989266393143,β-D3-81R,VTA,301,,40 MG/KG w/o SULB,M,F,69164336,44082620,0.6731,0.0562
67380,Syne1,ZRB27G82,33.7581541075601,β-D3-82N,VTA,302,,40 MG/KG w/o SULB,M,F,95930652,51659694,0.742,0.0443
67381,Syne1,ZRA64772,35.7169359592273,β-D3-83R,VTA,303,,40 MG/KG w/o SULB,M,F,57008088,39075724,0.7122,0.0434
67382,Syne1,ZRWG6348,37.0404892920206,β-D3-84N,VTA,304,,40 MG/KG w/o SULB,M,F,51782676,39766940,0.7331,0.0449
67383,Syne1,ZRKK7647,18.2215065738468,β-D3-91N,VTA,305,50 mg/Kg,70 MG/KG,M,F,38031016,24278432,0.5828,0.0288
67384,Syne1,ZR7N4B28,54.2138988686103,α-D3-37R,VTA,306,50 mg/Kg,0 MG/KG,F,F,32153622,1744902,0.2904,0.1667
67385,Syne1,ZRAK4633,51.9561852484506,α-D3-38N,VTA,307,50 mg/Kg,25 MG/KG,F,F,45973400,30325154,0.7429,0.0306
67386,Syne1,ZRG8L337,44.3336017569292,α-D3-39R,VTA,308,50 mg/Kg,40 MG/KG,F,F,30140346,18796306,0.7111,0.0133
67387,Syne1,ZRR3L272,71.29348516412,α-D3-40N,VTA,309,50 mg/Kg,70 MG/KG,F,F,32234778,12698996,0.5088,0.0101
67388,Syne1,ZRV6B227,66.989193666392,α-D3-41R,VTA,310,,F-O,F,F,31689542,25075316,0.6869,0.0123
67389,Syne1,ZR76622Y,82.3282387122421,α-D3-42N,VTA,311,,SALINE,F,S,32760620,18569256,0.677,0.0325
67390,Syne1,ZRP27G74,48.102946710161,α-D3-43R,VTA,312,50 mg/Kg,0 MG/KG,F,F,43096012,16891698,0.7215,0.017
67391,Syne1,ZRQU6433,56.6120637336634,α-D3-44N,VTA,313,50 mg/Kg,25 MG/KG,F,F,32745986,22533792,0.7306,0.0442
67392,Syne1,ZR2LY664,24.0516314181366,α-D3-45R,VTA,314,50 mg/Kg,40 MG/KG,F,F,39803840,29362290,0.5282,0.0172
67393,Syne1,ZRP337C2,18.6299448836561,α-D3-46N,VTA,315,50 mg/Kg,70 MG/KG,F,F,42526478,28496998,0.6353,0.0258
67394,Syne1,ZR4X8L76,33.4753630664719,α-D3-47R,VTA,316,,F-O,F,F,36128834,20500906,0.5973,0.0193
67395,Syne1,ZRF76X86,27.6075472018232,α-D3-48N,VTA,317,,SALINE,F,S,32586984,18660502,0.5016,0.029
67396,Syne1,ZR6BX773,23.8706721177005,α-D3-49R,VTA,318,50 mg/Kg,0 MG/KG,F,F,47116518,26264132,0.4985,0.019
67397,Syne1,ZR28T63Y,32.543196595376,α-D3-50N,VTA,319,50 mg/Kg,25 MG/KG,F,F,32024356,15311418,0.359,0.0117
67398,Syne1,ZR2688UW,18.1535123053775,α-D3-51R,VTA,320,50 mg/Kg,40 MG/KG,F,F,25021224,10000986,0.3261,0.0154
67399,Syne1,ZR86JL42,21.490869713306,α-D3-52N,VTA,321,50 mg/Kg,70 MG/KG,F,F,39007322,10448996,0.3044,0.0144
67400,Syne1,ZR8H28P7,21.7641252754442,α-D3-53R,VTA,322,,F-O,F,F,35010318,19651008,0.5549,0.0271
67401,Syne1,ZR67TR22,11.9797286305689,α-D3-54N,VTA,323,,SALINE,F,S,52615702,11953350,0.3229,0.0683
67402,Syne1,ZRNP8823,32.8958463421952,α-D3-55R,VTA,324,50 mg/Kg,0 MG/KG,F,F,74617590,1161074,0.0095,0.0529
67403,Syne1,ZRUB4824,47.8955559719804,α-D3-56N,VTA,325,50 mg/Kg,25 MG/KG,F,F,58296190,822566,0.0223,0.0789
67404,Syne1,ZR8CX487,14.2543439143172,α-D3-57R,VTA,326,50 mg/Kg,40 MG/KG,F,F,72727876,929588,0.0107,0.0621
67405,Syne1,ZRV76K37,80.0383698162463,α-D3-58N,VTA,327,50 mg/Kg,70 MG/KG,F,F,64368732,1101776,0.0079,0.0429
67406,Syne1,ZR6T34N3,67.0354660082455,α-D3-59R,VTA,328,,F-O,F,F,46917014,1359008,0.014,0.0926
67407,Syne1,ZRD84L87,31.2841132692343,α-D3-60N,VTA,329,,SALINE,F,S,46094452,1584386,0.0143,0.0729
67408,Syne1,ZR77U678,32.0410315139032,α-D3-61R,VTA,330,50 mg/Kg,0 MG/KG,F,F,49478690,1585160,0.0151,0.063
67409,Syne1,ZRW4M834,19.5222562408451,α-D3-62N,VTA,331,50 mg/Kg,25 MG/KG,F,F,38066142,15014038,0.6285,0.0297
67410,Syne1,ZR3UY433,17.8196452231362,α-D3-63R,VTA,332,50 mg/Kg,40 MG/KG,F,F,37045592,479420,0.0158,0.0321
67411,Syne1,ZRPB4723,28.2763527628875,α-D3-64N,VTA,333,50 mg/Kg,70 MG/KG,F,F,16056328,4033028,0.2484,0.0705
67412,Syne1,ZRFF2846,0.0,α-D3-65R,VTA,334,,F-O,F,F,22841094,518610,0.0288,0.1019
67413,Syne1,ZR6GB423,21.374737045279,α-D3-66N,VTA,335,,SALINE,F,S,36424470,23441548,0.5762,0.0641
67414,Syne1,ZR88B2N2,29.0979430266314,α-D3-67R,VTA,336,50 mg/Kg,0 MG/KG,F,F,44211646,4592792,0.4642,0.0323
67415,Syne1,ZRW7R387,30.3636287143217,α-D3-68N,VTA,337,50 mg/Kg,25 MG/KG,F,F,32323516,11003334,0.5489,0.0199
67416,Syne1,ZRT4W626,34.0337797889495,α-D3-69R,VTA,338,50 mg/Kg,40 MG/KG,F,F,33110274,19342422,0.5837,0.0247
67417,Syne1,ZR4YH224,32.6099175732894,α-D3-70N,VTA,339,50 mg/Kg,70 MG/KG,F,F,28133926,16751242,0.6605,0.0168
67418,Syne1,ZRP4E847,25.3723281931526,α-D3-71R,VTA,340,,F-O,F,F,23186622,18348822,0.4851,0.0116
67419,Syne1,ZRF262H4,31.5298145951748,α-D3-72N,VTA,341,,SALINE,F,S,25302098,18665464,0.5839,0.0682
67420,Syne1,ZRVU6262,37.0755975051594,α-D3-85R,VTA,342,,40 MG/KG w/o SULB,F,F,25775122,20075546,0.6473,0.1036
67421,Syne1,ZRMM3342,21.9468896497847,α-D3-86N,VTA,343,,40 MG/KG w/o SULB,F,F,35631494,2365970,0.087,0.0444
67422,Syne1,ZRF6R222,44.6596924342713,α-D3-87R,VTA,344,,40 MG/KG w/o SULB,F,F,20756954,6792334,0.2032,0.0143
67423,Syne1,ZRTG4324,29.8047749682732,α-D3-88N,VTA,345,,40 MG/KG w/o SULB,F,F,21797346,10670428,0.2954,0.0129
67424,Syne1,ZR823T32,30.8914991742386,α-D3-89R,VTA,346,,40 MG/KG w/o SULB,F,F,68143484,2923038,0.2324,0.0165
67425,Syne1,ZR38647C,24.6347195319346,α-D3-90N,VTA,347,,40 MG/KG w/o SULB,F,F,32805892,22745944,0.4556,0.0217
67426,Syne1,ZRE26L24,32.151548567507,β-D3-1R,PFC,348,50 mg/Kg,0 MG/KG,M,F,51448534,5964640,0.2534,0.3164
67427,Syne1,ZRRN7473,33.1149754444926,β-D3-2N,PFC,349,50 mg/Kg,25 MG/KG,M,F,36756670,3288502,0.2933,0.2064
67428,Syne1,ZRK38E47,60.9039093963287,β-D3-3R,PFC,350,50 mg/Kg,40 MG/KG,M,F,32647104,2372430,0.1472,0.0792
67429,Syne1,ZR7B6R46,51.7986840366192,β-D3-4N,PFC,351,50 mg/Kg,70 MG/KG,M,F,37871040,2673526,0.1962,0.0204
67430,Syne1,ZR2M8K48,37.4306945820042,β-D3-5R,PFC,352,,F-O,M,F,46201762,762158,0.0283,0.1469
67431,Syne1,ZR7X32Q2,39.4895832401539,β-D3-6N,PFC,353,,SALINE,M,S,38788560,22421718,0.6914,0.1247
67432,Syne1,ZR262626,33.0286267104165,β-D3-7R,PFC,354,50 mg/Kg,0 MG/KG,M,F,37193590,27530254,0.7445,0.1043
67433,Syne1,ZRF3B472,34.3667079728226,β-D3-8N,PFC,355,50 mg/Kg,25 MG/KG,M,F,35833482,15404924,0.6791,0.1649
67434,Syne1,ZR26WT72,34.4646769861847,β-D3-10N,PFC,356,50 mg/Kg,70 MG/KG,M,F,32931196,24287020,0.6641,0.0863
67435,Syne1,ZRRV4278,37.6827772203627,β-D3-11R,PFC,357,,F-O,M,F,30821576,18096202,0.6705,0.0241
67436,Syne1,ZRMM8624,51.7744847212021,β-D3-12N,PFC,358,,SALINE,M,S,24816426,4406432,0.5056,0.012
67437,Syne1,ZR7HA488,49.5562382788153,β-D3-13R,PFC,359,50 mg/Kg,0 MG/KG,M,F,33620212,18754464,0.7023,0.0256
67438,Syne1,ZR8AR468,47.8852731828965,β-D3-14N,PFC,360,50 mg/Kg,25 MG/KG,M,F,37859884,26015404,0.6849,0.0217
67439,Syne1,ZR8RR262,55.9422385474678,β-D3-15R,PFC,361,50 mg/Kg,40 MG/KG,M,F,28450754,23560458,0.7273,0.0229
67440,Syne1,ZRX42N64,54.4103329787667,β-D3-16N,PFC,362,50 mg/Kg,70 MG/KG,M,F,31418848,27744844,0.7833,0.037
67441,Syne1,ZRN6R878,57.3686051513656,β-D3-17R,PFC,363,,F-O,M,F,34489704,21551214,0.7669,0.0328
67442,Syne1,ZR82NJ37,50.9379118149591,β-D3-18N,PFC,364,,SALINE,M,S,33429610,18498354,0.7291,0.0607
67443,Syne1,ZR37843K,47.5188318764066,β-D3-19R,PFC,365,50 mg/Kg,0 MG/KG,M,F,23006226,18040688,0.7442,0.2022
67444,Syne1,ZR86N2M8,33.9787807051618,β-D3-20N,PFC,366,50 mg/Kg,25 MG/KG,M,F,28105484,21251774,0.7571,0.0659
67445,Syne1,ZRMY6287,70.3439372839105,β-D3-21R,PFC,367,50 mg/Kg,40 MG/KG,M,F,32168738,29648050,0.7643,0.0374
67446,Syne1,ZR36RN37,56.6753986079281,β-D3-23R,PFC,368,,F-O,M,F,28354346,21575302,0.7914,0.0354
67447,Syne1,ZR28A8M6,59.1361926828041,β-D3-24N,PFC,369,,SALINE,M,S,30064950,20928496,0.7766,0.073
67448,Syne1,ZR23UU83,30.712892591732,β-D3-25R,PFC,370,50 mg/Kg,0 MG/KG,M,F,72427092,53428316,0.7457,0.0408
67449,Syne1,ZR6E24Y3,41.2046533108317,β-D3-26N,PFC,371,50 mg/Kg,25 MG/KG,M,F,58802510,43458636,0.7676,0.0634
67450,Syne1,ZR72HL24,34.3509548691801,β-D3-27R,PFC,372,50 mg/Kg,40 MG/KG,M,F,37684634,24119256,0.7899,0.1165
67451,Syne1,ZR38A6Q6,38.8443781603368,β-D3-28N,PFC,373,50 mg/Kg,70 MG/KG,M,F,84406496,53781286,0.7308,0.0926
67452,Syne1,ZR7AK468,29.1960276333377,β-D3-30N,PFC,374,,SALINE,M,S,24720386,16958488,0.6944,0.041
67453,Syne1,ZR8D86X8,39.925979345475,β-D3-31R,PFC,375,50 mg/Kg,0 MG/KG,M,F,31001214,18434438,0.6834,0.0573
67454,Syne1,ZREK7677,33.281896088117,β-D3-32N,PFC,376,50 mg/Kg,25 MG/KG,M,F,37293156,20640852,0.6446,0.038
67455,Syne1,ZRQ6B428,37.9184518044529,β-D3-33R,PFC,377,50 mg/Kg,40 MG/KG,M,F,25647098,17302162,0.6529,0.064
67456,Syne1,ZRRU8376,32.8145434108856,β-D3-35R,PFC,378,,F-O,M,F,42848500,28249476,0.5716,0.0592
67457,Syne1,ZR8W42G4,38.3324760335004,β-D3-36N,PFC,379,,SALINE,M,S,20564844,15913170,0.6911,0.035
67458,Syne1,ZR76GT72,35.8493801558246,β-D3-73R,PFC,380,50 mg/Kg,0 MG/KG,M,F,37744628,23409956,0.678,0.0423
67459,Syne1,ZRKR6224,36.9965110471667,β-D3-74N,PFC,381,50 mg/Kg,25 MG/KG,M,F,32589782,22516884,0.751,0.0296
67460,Syne1,ZR8468Y4,88.0489482465635,β-D3-75R,PFC,382,50 mg/Kg,40 MG/KG,M,F,19841946,16039474,0.793,0.0278
67461,Syne1,ZR7FW783,66.1332227552737,β-D3-76N,PFC,383,50 mg/Kg,70 MG/KG,M,F,23036572,13662686,0.6915,0.0635
67462,Syne1,ZRVE2834,50.349899018628,β-D3-77R,PFC,384,,F-O,M,F,22286094,15617040,0.6021,0.0229
67463,Syne1,ZRU7E644,76.5324283119217,β-D3-78N,PFC,385,,SALINE,M,F,32701018,5210026,0.3717,0.023
67464,Syne1,ZRP6D883,64.5173337827039,β-D3-79R,PFC,386,,40 MG/KG w/o SULB,M,F,28847300,5445010,0.301,0.0051
67465,Syne1,ZREU7383,59.5741808039342,β-D3-80N,PFC,387,,40 MG/KG w/o SULB,M,F,19827794,10439788,0.6025,0.0215
67466,Syne1,ZRQ6P323,42.2585524104037,β-D3-81R,PFC,388,,40 MG/KG w/o SULB,M,F,20962724,17140604,0.6329,0.1391
67467,Syne1,ZRGV2367,47.7297988334926,β-D3-82N,PFC,389,,40 MG/KG w/o SULB,M,F,41291714,27168902,0.7482,0.0298
67468,Syne1,ZR3A286F,78.8716126300832,β-D3-83R,PFC,390,,40 MG/KG w/o SULB,M,F,44578976,19385514,0.8107,0.0183
67469,Syne1,ZR4GC384,68.0545841051993,β-D3-84N,PFC,391,,40 MG/KG w/o SULB,M,F,33754720,26472066,0.7605,0.0134
67470,Syne1,ZR67HF36,70.2319697960444,β-D3-91N,PFC,392,50 mg/Kg,70 MG/KG,M,F,13592560,9210412,0.6589,0.0289
67471,Syne1,ZR7GU723,44.4649864972604,α-D3-37R,PFC,393,50 mg/Kg,0 MG/KG,F,F,55203388,1109004,0.012,0.0925
67472,Syne1,ZRCC8843,23.5713610025622,α-D3-38N,PFC,394,50 mg/Kg,25 MG/KG,F,F,41617856,3892668,0.4029,0.0601
67473,Syne1,ZR4EC684,0.0,α-D3-39R,PFC,395,50 mg/Kg,40 MG/KG,F,F,42927484,664466,0.0274,0.0359
67474,Syne1,ZRMC7227,31.386228350251,α-D3-40N,PFC,396,50 mg/Kg,70 MG/KG,F,F,40188702,625526,0.0093,0.0955
67475,Syne1,ZRNU6423,41.0394749091887,α-D3-41R,PFC,397,,F-O,F,F,57442344,1706274,0.1308,0.0285
67476,Syne1,ZR368PP4,55.0296428125897,α-D3-42N,PFC,398,,SALINE,F,S,31077794,20182964,0.669,0.0226
67477,Syne1,ZR2G68T7,25.8574431276322,α-D3-43R,PFC,399,50 mg/Kg,0 MG/KG,F,F,21833550,10679222,0.4724,0.0294
67478,Syne1,ZRYR6424,36.76206499755,α-D3-44N,PFC,400,50 mg/Kg,25 MG/KG,F,F,24823328,5686922,0.3045,0.0344
67479,Syne1,ZR84673X,40.3405905100196,α-D3-45R,PFC,401,50 mg/Kg,40 MG/KG,F,F,25245516,17721402,0.6087,0.023
67480,Syne1,ZRC26H64,37.9765434759349,α-D3-46N,PFC,402,50 mg/Kg,70 MG/KG,F,F,33878666,25871418,0.6864,0.0503
67481,Syne1,ZR683R6K,45.3304925668526,α-D3-47R,PFC,403,,F-O,F,F,32869190,18073840,0.673,0.0686
67482,Syne1,ZR4VK778,37.4396152435483,α-D3-48N,PFC,404,,SALINE,F,S,22817832,15421004,0.6498,0.1869
67483,Syne1,ZR8X2G47,26.8860352917827,α-D3-49R,PFC,405,50 mg/Kg,0 MG/KG,F,F,36400070,19300074,0.4992,0.2475
67484,Syne1,ZRDM3268,14.5475874100552,α-D3-50N,PFC,406,50 mg/Kg,25 MG/KG,F,F,30340472,1030526,0.235,0.0681
67485,Syne1,ZR2V8X32,44.2535239472154,α-D3-51R,PFC,407,50 mg/Kg,40 MG/KG,F,F,15262374,2027848,0.2856,0.0247
67486,Syne1,ZRE6U366,33.155516726007,α-D3-52N,PFC,408,50 mg/Kg,70 MG/KG,F,F,31927942,10026486,0.3419,0.0288
67487,Syne1,ZR8W28T4,36.9726325290726,α-D3-53R,PFC,409,,F-O,F,F,31180808,17727374,0.4472,0.0128
67488,Syne1,ZR8P634A,33.0593373244693,α-D3-54N,PFC,410,,SALINE,F,S,52328398,28519878,0.6155,0.0284
67489,Syne1,ZR7QT762,36.7882062262881,α-D3-55R,PFC,411,50 mg/Kg,0 MG/KG,F,F,64888794,1513854,0.0113,0.0554
67490,Syne1,ZR3T68D4,49.5974364918741,α-D3-56N,PFC,412,50 mg/Kg,25 MG/KG,F,F,45498834,1771252,0.014,0.0929
67491,Syne1,ZRFC4344,36.9346048912426,α-D3-57R,PFC,413,50 mg/Kg,40 MG/KG,F,F,63134766,1123994,0.0192,0.0903
67492,Syne1,ZR6FV737,42.4257815455008,α-D3-58N,PFC,414,50 mg/Kg,70 MG/KG,F,F,52672580,875968,0.0101,0.0477
67493,Syne1,ZR4X66T4,42.2616585994834,α-D3-59R,PFC,415,,F-O,F,F,30892490,1273832,0.0094,0.1023
67494,Syne1,ZR44J2E3,0.0,α-D3-60N,PFC,416,,SALINE,F,S,45779766,1150838,0.0137,0.1362
67495,Syne1,ZR4FU688,14.6130685923558,α-D3-61R,PFC,417,50 mg/Kg,0 MG/KG,F,F,45909348,1877886,0.1795,0.0212
67496,Syne1,ZR6D6T28,21.5094586376833,α-D3-62N,PFC,418,50 mg/Kg,25 MG/KG,F,F,18825644,3027986,0.0188,0.0435
67497,Syne1,ZRV3L424,7.11955929632386,α-D3-63R,PFC,419,50 mg/Kg,40 MG/KG,F,F,53749016,1719266,0.0815,0.0338
67498,Syne1,ZR33GD23,39.4341384685014,α-D3-64N,PFC,420,50 mg/Kg,70 MG/KG,F,F,49273274,867216,0.0109,0.0719
67499,Syne1,ZR7V6V36,16.9752870866283,α-D3-65R,PFC,421,,F-O,F,F,32705900,711572,0.0594,0.0414
67500,Syne1,ZRG4D634,47.567004877224,α-D3-66N,PFC,422,,SALINE,F,S,11687992,510766,0.0227,0.0765
67501,Syne1,ZR8XB363,14.7454136930422,α-D3-67R,PFC,423,50 mg/Kg,0 MG/KG,F,F,60528252,1465984,0.0248,0.0447
67502,Syne1,ZR4DC874,32.5961583775308,α-D3-68N,PFC,424,50 mg/Kg,25 MG/KG,F,F,30942160,24039332,0.8004,0.0628
67503,Syne1,ZR8UP872,39.934846402334,α-D3-69R,PFC,425,50 mg/Kg,40 MG/KG,F,F,29705698,23317350,0.7453,0.0475
67504,Syne1,ZR6MV863,64.2437765951577,α-D3-70N,PFC,426,50 mg/Kg,70 MG/KG,F,F,15285072,12626888,0.6437,0.0754
67505,Syne1,ZRCP6733,38.3988243533457,α-D3-71R,PFC,427,,F-O,F,F,21220932,16565542,0.5366,0.0609
67506,Syne1,ZR84XN36,38.2000974635585,α-D3-72N,PFC,428,,SALINE,F,S,28856300,24466966,0.7202,0.106
67507,Syne1,ZRQ3A772,79.6031243442075,α-D3-85R,PFC,429,,40 MG/KG w/o SULB,F,F,23617884,16496962,0.7781,0.0415
67508,Syne1,ZR3VM482,78.0040137711483,α-D3-86N,PFC,430,,40 MG/KG w/o SULB,F,F,24358098,21864250,0.7296,0.041
67509,Syne1,ZR662287,82.8453516219015,α-D3-87R,PFC,431,,40 MG/KG w/o SULB,F,F,28357072,25699040,0.6416,0.0289
67510,Syne1,ZR2GK843,56.2975821273421,α-D3-88N,PFC,432,,40 MG/KG w/o SULB,F,F,150706450,96405446,0.7227,0.0181
67511,Syne1,ZRB4F326,34.9829471742862,α-D3-89R,PFC,433,,40 MG/KG w/o SULB,F,F,130731170,88795082,0.7515,0.0328
67512,Syne1,ZR8YW368,55.3233463230893,α-D3-90N,PFC,434,,40 MG/KG w/o SULB,F,F,107152562,55554500,0.7099,0.0194
67513,Syne1,ZR2873M4,82.3612609535063,β-D3-1R,NAc,435,50 mg/Kg,0 MG/KG,M,F,37818004,25550090,0.7392,0.0916
67514,Syne1,ZRN8K636,58.7500845946874,β-D3-2N,NAc,436,50 mg/Kg,25 MG/KG,M,F,39307066,29460352,0.7606,0.0548
67515,Syne1,ZR3A87J7,43.0707889541286,β-D3-3R,NAc,437,50 mg/Kg,40 MG/KG,M,F,65210498,46976552,0.7242,0.0505
67516,Syne1,ZRDB3727,55.8744253076333,β-D3-4N,NAc,438,50 mg/Kg,70 MG/KG,M,F,58908096,43427864,0.8039,0.0681
67517,Syne1,ZRP7E884,40.9756902752885,β-D3-5R,NAc,439,,F-O,M,F,58739412,38452808,0.7201,0.0458
67518,Syne1,ZR83D46U,39.1617218359467,β-D3-6N,NAc,440,,SALINE,M,S,43381832,32014094,0.7608,0.0582
67519,Syne1,ZRR4433G,54.1797867911737,β-D3-7R,NAc,441,50 mg/Kg,0 MG/KG,M,F,68704002,47143824,0.7392,0.072
67520,Syne1,ZR6H4R47,44.7866394833847,β-D3-8N,NAc,442,50 mg/Kg,25 MG/KG,M,F,52127324,31470388,0.6238,0.0595
67521,Syne1,ZRR2K643,62.9389963796135,β-D3-10N,NAc,443,50 mg/Kg,70 MG/KG,M,F,75327348,43402176,0.6242,0.0477
67522,Syne1,ZR3HA362,36.1816491872908,β-D3-11R,NAc,444,,F-O,M,F,46135214,37380174,0.8027,0.0887
67523,Syne1,ZR6DQ628,51.0302876854455,β-D3-12N,NAc,445,,SALINE,M,S,57136122,39815082,0.7259,0.0691
67524,Syne1,ZRT7X387,55.7685417599154,β-D3-13R,NAc,446,50 mg/Kg,0 MG/KG,M,F,66874312,50793488,0.7539,0.0434
67525,Syne1,ZRET2838,51.3079069124792,β-D3-14N,NAc,447,50 mg/Kg,25 MG/KG,M,F,78568106,58638264,0.7986,0.0498
67526,Syne1,ZRPG2366,49.2430967065166,β-D3-15R,NAc,448,50 mg/Kg,40 MG/KG,M,F,58258468,30130668,0.8076,0.0538
67527,Syne1,ZRA2G867,62.7351605960122,β-D3-16N,NAc,449,50 mg/Kg,70 MG/KG,M,F,54380730,38835548,0.7948,0.0531
