,Gene,Sample,NormalizedCount,Subject.ID,Profile,origID,SULB,GATC.D3,Sex,IVSA,Reads,Reads.after.trim,Mapped.in.pairs,Mapped.to.total.rRNA
2723225,Adgrb1,ZRR624J8,52.8046956395309,β-D3-78N,NAc,472,,SALINE,M,F,39449294,11265232,0.8276,0.0289
2723226,Adgrb1,ZR244637,38.533427241752,β-D3-79R,NAc,473,,40 MG/KG w/o SULB,M,F,31005276,20743042,0.779,0.0457
2723227,Adgrb1,ZR74VR82,45.1102068754942,β-D3-80N,NAc,474,,40 MG/KG w/o SULB,M,F,29772794,13762358,0.7461,0.0072
2723228,Adgrb1,ZR84FA36,60.9121552975811,β-D3-81R,NAc,475,,40 MG/KG w/o SULB,M,F,22671594,18593076,0.6956,0.0073
2723229,Adgrb1,ZR4J42E3,48.4187837275036,β-D3-82N,NAc,476,,40 MG/KG w/o SULB,M,F,35106770,21603194,0.6837,0.0123
2723230,Adgrb1,ZRT282R2,35.522877588495,β-D3-83R,NAc,477,,40 MG/KG w/o SULB,M,F,42302266,754690,0.0382,0.0511
2723231,Adgrb1,ZR2883Y7,40.9644106808684,β-D3-84N,NAc,478,,40 MG/KG w/o SULB,M,F,33497338,905724,0.1935,0.0546
2723232,Adgrb1,ZRXH8338,20.3149920438913,β-D3-91N,NAc,479,50 mg/Kg,70 MG/KG,M,F,13974566,644704,0.1141,0.0273
2723233,Adgrb1,ZR86JB86,0.0,α-D3-37R,NAc,480,50 mg/Kg,0 MG/KG,F,F,47119796,6479394,0.0198,0.0669
2723234,Adgrb1,ZR2UW277,21.6076012382602,α-D3-38N,NAc,481,50 mg/Kg,25 MG/KG,F,F,36446866,3975982,0.3895,0.1655
2723235,Adgrb1,ZR6VY824,55.4979699765217,α-D3-39R,NAc,482,50 mg/Kg,40 MG/KG,F,F,43732724,740410,0.0259,0.0319
2723236,Adgrb1,ZRHA7628,0.0,α-D3-40N,NAc,483,50 mg/Kg,70 MG/KG,F,F,58902310,1018444,0.0707,0.0649
2723237,Adgrb1,ZR377Q36,38.216336677744,α-D3-41R,NAc,484,,F-O,F,F,43702086,1741418,0.1683,0.0603
2723238,Adgrb1,ZRL7767G,21.8507271683632,α-D3-42N,NAc,485,,SALINE,F,S,39011364,19281632,0.5746,0.2078
2723239,Adgrb1,ZRG3A844,5.59585621023894,α-D3-43R,NAc,486,50 mg/Kg,0 MG/KG,F,F,10275362,5617992,0.4424,0.1321
2723240,Adgrb1,ZR8GB247,27.6560506653744,α-D3-44N,NAc,487,50 mg/Kg,25 MG/KG,F,F,22742076,5888418,0.4505,0.0271
2723241,Adgrb1,ZRPP4833,25.6915100510925,α-D3-45R,NAc,488,50 mg/Kg,40 MG/KG,F,F,22268864,10099710,0.582,0.0245
2723242,Adgrb1,ZR7P8B72,36.7717386970085,α-D3-47R,NAc,490,,F-O,F,F,15912990,12094460,0.7916,0.2624
2723243,Adgrb1,ZRH4447D,25.7202009597138,α-D3-48N,NAc,491,,SALINE,F,S,11133954,8163328,0.7857,0.3119
2723244,Adgrb1,ZR37KV38,20.4213945714077,α-D3-49R,NAc,492,50 mg/Kg,0 MG/KG,F,F,36107668,16287176,0.7037,0.2927
2723245,Adgrb1,ZR6TX287,33.2679565628896,α-D3-50N,NAc,493,50 mg/Kg,25 MG/KG,F,F,11367798,3873272,0.3864,0.1055
2723246,Adgrb1,ZRN82G23,14.3718772747401,α-D3-51R,NAc,494,50 mg/Kg,40 MG/KG,F,F,28521968,1495682,0.1609,0.0154
2723247,Adgrb1,ZR234434,25.28040541005,α-D3-52N,NAc,495,50 mg/Kg,70 MG/KG,F,F,13093332,2769616,0.3739,0.0225
2723248,Adgrb1,ZRPN7323,32.7653793731975,α-D3-53R,NAc,496,,F-O,F,F,33975394,15004810,0.5525,0.0225
2723249,Adgrb1,ZRUC6684,15.3530923687937,α-D3-54N,NAc,497,,SALINE,F,S,25539200,6087796,0.566,0.0606
2723250,Adgrb1,ZR3F28X4,136.932649547097,α-D3-55R,NAc,498,50 mg/Kg,0 MG/KG,F,F,13415364,373570,0.0225,0.129
2723251,Adgrb1,ZR84H3P3,73.2206395179361,α-D3-56N,NAc,499,50 mg/Kg,25 MG/KG,F,F,42621132,559020,0.0362,0.0561
2723252,Adgrb1,ZRM32M74,0.0,α-D3-57R,NAc,500,50 mg/Kg,40 MG/KG,F,F,55914620,1478670,0.0254,0.0611
2723253,Adgrb1,ZRDF2322,0.0,α-D3-58N,NAc,501,50 mg/Kg,70 MG/KG,F,F,61037192,1220002,0.0097,0.0837
2723254,Adgrb1,ZR8JB724,0.0,α-D3-59R,NAc,502,,F-O,F,F,39607526,954092,0.0181,0.0851
2723255,Adgrb1,ZRK66V38,0.0,α-D3-60N,NAc,503,,SALINE,F,S,33003152,960088,0.0151,0.0995
2723256,Adgrb1,ZRFE4627,28.2496028810758,α-D3-61R,NAc,504,50 mg/Kg,0 MG/KG,F,F,105864256,76926398,0.779,0.0279
2723257,Adgrb1,ZR8PT848,31.2416011956768,α-D3-62N,NAc,505,50 mg/Kg,25 MG/KG,F,F,114196196,74739440,0.7051,0.0334
2723258,Adgrb1,ZR46G84P,25.4571535797227,α-D3-63R,NAc,506,50 mg/Kg,40 MG/KG,F,F,84252684,60663108,0.7591,0.0336
2723259,Adgrb1,ZR44LQ82,16.4329053903108,α-D3-64N,NAc,507,50 mg/Kg,70 MG/KG,F,F,83076268,55762776,0.7543,0.0283
2723260,Adgrb1,ZRF2T664,33.4411124213464,α-D3-65R,NAc,508,,F-O,F,F,145668368,89820068,0.7079,0.0237
2723261,Adgrb1,ZRRJ6232,19.4103649313224,α-D3-66N,NAc,509,,SALINE,F,S,147918270,110563336,0.789,0.0417
2723262,Adgrb1,ZR2R67M3,40.4105923461975,α-D3-67R,NAc,510,50 mg/Kg,0 MG/KG,F,F,146251852,51408586,0.7548,0.0377
2723263,Adgrb1,ZR34T6Q2,34.2333051316247,α-D3-68N,NAc,511,50 mg/Kg,25 MG/KG,F,F,114008686,61533110,0.8218,0.0309
2723264,Adgrb1,ZRBA8687,18.8357969026607,α-D3-69R,NAc,512,50 mg/Kg,40 MG/KG,F,F,130415548,59879270,0.7646,0.0349
2723265,Adgrb1,ZRMT3467,29.7577204591257,α-D3-70N,NAc,513,50 mg/Kg,70 MG/KG,F,F,107055628,76792190,0.7777,0.0346
2723266,Adgrb1,ZRN82G88,18.6984830064328,α-D3-71R,NAc,514,,F-O,F,F,96276166,75788444,0.7679,0.0386
2723267,Adgrb1,ZR76H4G8,28.8842502437778,α-D3-72N,NAc,515,,SALINE,F,S,96751664,73478896,0.7826,0.0315
2723268,Adgrb1,ZR623PU7,27.6838648032551,α-D3-85R,NAc,516,,40 MG/KG w/o SULB,F,F,109838064,75420582,0.7861,0.0367
2723269,Adgrb1,ZR3JL628,26.2454698923189,α-D3-86N,NAc,517,,40 MG/KG w/o SULB,F,F,142681934,84985532,0.7954,0.045
2723270,Adgrb1,ZR2T32G8,32.1092585481398,α-D3-87R,NAc,518,,40 MG/KG w/o SULB,F,F,81550922,64772374,0.8175,0.0364
2723271,Adgrb1,ZR4L7G73,27.3166355357117,α-D3-88N,NAc,519,,40 MG/KG w/o SULB,F,F,134238494,71470516,0.7884,0.0395
2723272,Adgrb1,ZR44664A,27.6657181455134,α-D3-89R,NAc,520,,40 MG/KG w/o SULB,F,F,111823176,89688284,0.8131,0.0427
2723273,Adgrb1,ZR4HD622,27.8592237828005,α-D3-90N,NAc,521,,40 MG/KG w/o SULB,F,F,126375100,100405272,0.7984,0.0495
2809143,Shank3,ZR2QY268,2.71646562767851,β-D3-1R,VTA,261,50 mg/Kg,0 MG/KG,M,F,44929424,27214656,0.6185,0.0632
2809144,Shank3,ZRJY4674,5.0277631027451,β-D3-2N,VTA,262,50 mg/Kg,25 MG/KG,M,F,47480300,28360166,0.6007,0.0306
2809145,Shank3,ZR47WV36,1.37059553488879,β-D3-3R,VTA,263,50 mg/Kg,40 MG/KG,M,F,45153884,16388610,0.5553,0.0389
2809146,Shank3,ZRMW8667,2.46381388154117,β-D3-4N,VTA,264,50 mg/Kg,70 MG/KG,M,F,38088294,22365568,0.6183,0.014
2809147,Shank3,ZR68A722,1.14640094753253,β-D3-5R,VTA,265,,F-O,M,F,38804726,10205944,0.3228,0.008
2809148,Shank3,ZRT8G473,4.69353159361292,β-D3-6N,VTA,266,,SALINE,M,S,40997748,26847270,0.6075,0.04
2809149,Shank3,ZR4FH422,2.24700832508642,β-D3-7R,VTA,267,50 mg/Kg,0 MG/KG,M,F,48126870,22952244,0.6384,0.0202
2809150,Shank3,ZRDE7864,5.72538200375823,β-D3-8N,VTA,268,50 mg/Kg,25 MG/KG,M,F,40985302,22264726,0.5991,0.0299
2809151,Shank3,ZR77R8G8,5.80340464931543,β-D3-10N,VTA,269,50 mg/Kg,70 MG/KG,M,F,41806384,22199220,0.621,0.1673
2809152,Shank3,ZRD2M386,4.00633151836535,β-D3-11R,VTA,270,,F-O,M,F,48701456,17171936,0.5914,0.0247
2809153,Shank3,ZRB4T273,1.08529197092369,β-D3-12N,VTA,271,,SALINE,M,S,44111530,2927172,0.2891,0.2296
2809154,Shank3,ZR73CG82,1.95941804769451,β-D3-13R,VTA,272,50 mg/Kg,0 MG/KG,M,F,48503238,12552470,0.6197,0.0237
2809155,Shank3,ZR87U36B,4.13246369247719,β-D3-14N,VTA,273,50 mg/Kg,25 MG/KG,M,F,29726386,3311778,0.241,0.0202
2809156,Shank3,ZR866WT3,3.30356381419609,β-D3-15R,VTA,274,50 mg/Kg,40 MG/KG,M,F,38951822,25922652,0.5476,0.0298
2809157,Shank3,ZR4W2K23,1.27720466967058,β-D3-16N,VTA,275,50 mg/Kg,70 MG/KG,M,F,45064760,22059604,0.4344,0.0146
2809158,Shank3,ZR284NU3,1.02699039692413,β-D3-17R,VTA,276,,F-O,M,F,36550824,18887920,0.638,0.0267
2809159,Shank3,ZRE6843X,3.15458703588059,β-D3-18N,VTA,277,,SALINE,M,S,52471418,23959124,0.6214,0.0209
2809160,Shank3,ZR42U3A3,0.707119186833697,β-D3-19R,VTA,278,50 mg/Kg,0 MG/KG,M,F,44429406,12519348,0.4838,0.1161
2809161,Shank3,ZRR6X628,6.16330907941923,β-D3-20N,VTA,279,50 mg/Kg,25 MG/KG,M,F,46647478,3662276,0.1971,0.0118
2809162,Shank3,ZRT2D427,1.2543857835124,β-D3-21R,VTA,280,50 mg/Kg,40 MG/KG,M,F,36842432,15947318,0.3768,0.0175
2809163,Shank3,ZRCM3388,1.2886177105574,β-D3-23R,VTA,281,,F-O,M,F,35875632,15022918,0.3757,0.0292
2809164,Shank3,ZRMP8222,2.6147702435117,β-D3-24N,VTA,282,,SALINE,M,S,30307782,11365918,0.4663,0.0442
2809165,Shank3,ZR2Y67V6,0.0,β-D3-25R,VTA,283,50 mg/Kg,0 MG/KG,M,F,32733278,10779832,0.3594,0.1329
2809166,Shank3,ZREK3463,2.72175865788327,β-D3-26N,VTA,284,50 mg/Kg,25 MG/KG,M,F,45922402,25733136,0.5921,0.0165
2809167,Shank3,ZR72KM26,4.48568643669863,β-D3-27R,VTA,285,50 mg/Kg,40 MG/KG,M,F,51523716,29105694,0.6121,0.0894
2809168,Shank3,ZR63434N,0.0,β-D3-28N,VTA,286,50 mg/Kg,70 MG/KG,M,F,35637044,656282,0.0431,0.0655
2809169,Shank3,ZR63486J,3.4199749350372,β-D3-30N,VTA,287,,SALINE,M,S,82877230,56586078,0.6808,0.0361
2809170,Shank3,ZR338V38,2.58985381123837,β-D3-31R,VTA,288,50 mg/Kg,0 MG/KG,M,F,123629916,33353204,0.7091,0.0416
2809171,Shank3,ZR46D23L,4.14266335624521,β-D3-31R,VTA,288,50 mg/Kg,0 MG/KG,M,F,69988598,43972500,0.7203,0.0521
2809172,Shank3,ZRQB3447,3.89506438669264,β-D3-32N,VTA,289,50 mg/Kg,25 MG/KG,M,F,49060800,23666780,0.6249,0.0554
2809173,Shank3,ZR2782KK,3.96198143934416,β-D3-33R,VTA,290,50 mg/Kg,40 MG/KG,M,F,81436872,47125400,0.6384,0.0567
2809174,Shank3,ZR3F3E24,3.68091421317083,β-D3-35R,VTA,291,,F-O,M,F,64316620,49400512,0.6656,0.056
2809175,Shank3,ZRJW8874,3.54475013226746,β-D3-36N,VTA,292,,SALINE,M,S,92075488,56726992,0.6315,0.0397
2809176,Shank3,ZR7J47H3,3.83639276968583,β-D3-73R,VTA,293,50 mg/Kg,0 MG/KG,M,F,74348564,36696340,0.6469,0.0766
2809177,Shank3,ZR42E678,3.53101308227866,β-D3-74N,VTA,294,50 mg/Kg,25 MG/KG,M,F,63378356,41195316,0.7022,0.0598
2809178,Shank3,ZR27T3N4,2.22483295159766,β-D3-75R,VTA,295,50 mg/Kg,40 MG/KG,M,F,52805538,39477246,0.7572,0.0492
2809179,Shank3,ZR64B634,2.77696549579707,β-D3-76N,VTA,296,50 mg/Kg,70 MG/KG,M,F,63418824,48334488,0.7453,0.0491
2809180,Shank3,ZRY28227,3.27040976874896,β-D3-77R,VTA,297,,F-O,M,F,34000412,21495840,0.7101,0.0616
2809181,Shank3,ZRF32F72,2.92982230166208,β-D3-78N,VTA,298,,SALINE,M,F,62038736,40354986,0.6693,0.0562
2809182,Shank3,ZRC68F26,2.58441941196155,β-D3-79R,VTA,299,,40 MG/KG w/o SULB,M,F,73975646,44718992,0.6766,0.0609
2809183,Shank3,ZR777B7X,3.20128287365178,β-D3-80N,VTA,300,,40 MG/KG w/o SULB,M,F,66857528,48522678,0.7336,0.0621
2809184,Shank3,ZRF4687K,4.9776187613799,β-D3-81R,VTA,301,,40 MG/KG w/o SULB,M,F,69164336,44082620,0.6731,0.0562
2809185,Shank3,ZRB27G82,4.21976926344502,β-D3-82N,VTA,302,,40 MG/KG w/o SULB,M,F,95930652,51659694,0.742,0.0443
2809186,Shank3,ZRA64772,2.67877019694205,β-D3-83R,VTA,303,,40 MG/KG w/o SULB,M,F,57008088,39075724,0.7122,0.0434
2809187,Shank3,ZRWG6348,3.70404892920206,β-D3-84N,VTA,304,,40 MG/KG w/o SULB,M,F,51782676,39766940,0.7331,0.0449
2809188,Shank3,ZRKK7647,2.80330870366873,β-D3-91N,VTA,305,50 mg/Kg,70 MG/KG,M,F,38031016,24278432,0.5828,0.0288
2809189,Shank3,ZR7N4B28,31.3424102834153,α-D3-37R,VTA,306,50 mg/Kg,0 MG/KG,F,F,32153622,1744902,0.2904,0.1667
2809190,Shank3,ZRAK4633,4.83313351148378,α-D3-38N,VTA,307,50 mg/Kg,25 MG/KG,F,F,45973400,30325154,0.7429,0.0306
2809191,Shank3,ZRG8L337,2.46297787538496,α-D3-39R,VTA,308,50 mg/Kg,40 MG/KG,F,F,30140346,18796306,0.7111,0.0133
2809192,Shank3,ZRR3L272,4.97396408121768,α-D3-40N,VTA,309,50 mg/Kg,70 MG/KG,F,F,32234778,12698996,0.5088,0.0101
2809193,Shank3,ZRV6B227,3.94054080390541,α-D3-41R,VTA,310,,F-O,F,F,31689542,25075316,0.6869,0.0123
2809194,Shank3,ZR76622Y,11.0826475189557,α-D3-42N,VTA,311,,SALINE,F,S,32760620,18569256,0.677,0.0325
2809195,Shank3,ZRP27G74,3.60772100326208,α-D3-43R,VTA,312,50 mg/Kg,0 MG/KG,F,F,43096012,16891698,0.7215,0.017
2809196,Shank3,ZRQU6433,4.81804797733306,α-D3-44N,VTA,313,50 mg/Kg,25 MG/KG,F,F,32745986,22533792,0.7306,0.0442
2809197,Shank3,ZR2LY664,2.09144621027275,α-D3-45R,VTA,314,50 mg/Kg,40 MG/KG,F,F,39803840,29362290,0.5282,0.0172
2809198,Shank3,ZRP337C2,2.32874311045701,α-D3-46N,VTA,315,50 mg/Kg,70 MG/KG,F,F,42526478,28496998,0.6353,0.0258
2809199,Shank3,ZR4X8L76,3.18812981585447,α-D3-47R,VTA,316,,F-O,F,F,36128834,20500906,0.5973,0.0193
2809200,Shank3,ZRF76X86,1.45302880009596,α-D3-48N,VTA,317,,SALINE,F,S,32586984,18660502,0.5016,0.029
2809201,Shank3,ZR6BX773,1.40415718339415,α-D3-49R,VTA,318,50 mg/Kg,0 MG/KG,F,F,47116518,26264132,0.4985,0.019
2809202,Shank3,ZR28T63Y,1.54967602835124,α-D3-50N,VTA,319,50 mg/Kg,25 MG/KG,F,F,32024356,15311418,0.359,0.0117
2809203,Shank3,ZR2688UW,1.00852846140986,α-D3-51R,VTA,320,50 mg/Kg,40 MG/KG,F,F,25021224,10000986,0.3261,0.0154
2809204,Shank3,ZR86JL42,1.19393720629478,α-D3-52N,VTA,321,50 mg/Kg,70 MG/KG,F,F,39007322,10448996,0.3044,0.0144
2809205,Shank3,ZR8H28P7,2.41823614171602,α-D3-53R,VTA,322,,F-O,F,F,35010318,19651008,0.5549,0.0271
2809206,Shank3,ZR67TR22,0.704689919445227,α-D3-54N,VTA,323,,SALINE,F,S,52615702,11953350,0.3229,0.0683
2809207,Shank3,ZRNP8823,0.0,α-D3-55R,VTA,324,50 mg/Kg,0 MG/KG,F,F,74617590,1161074,0.0095,0.0529
2809208,Shank3,ZRUB4824,0.0,α-D3-56N,VTA,325,50 mg/Kg,25 MG/KG,F,F,58296190,822566,0.0223,0.0789
2809209,Shank3,ZR8CX487,0.0,α-D3-57R,VTA,326,50 mg/Kg,40 MG/KG,F,F,72727876,929588,0.0107,0.0621
2809210,Shank3,ZRV76K37,93.1953621148073,α-D3-58N,VTA,327,50 mg/Kg,70 MG/KG,F,F,64368732,1101776,0.0079,0.0429
2809211,Shank3,ZR6T34N3,0.0,α-D3-59R,VTA,328,,F-O,F,F,46917014,1359008,0.014,0.0926
2809212,Shank3,ZRD84L87,108.190891722769,α-D3-60N,VTA,329,,SALINE,F,S,46094452,1584386,0.0143,0.0729
2809213,Shank3,ZR77U678,0.0,α-D3-61R,VTA,330,50 mg/Kg,0 MG/KG,F,F,49478690,1585160,0.0151,0.063
2809214,Shank3,ZRW4M834,3.08246151171239,α-D3-62N,VTA,331,50 mg/Kg,25 MG/KG,F,F,38066142,15014038,0.6285,0.0297
2809215,Shank3,ZR3UY433,0.0,α-D3-63R,VTA,332,50 mg/Kg,40 MG/KG,F,F,37045592,479420,0.0158,0.0321
2809216,Shank3,ZRPB4723,1.08755202934183,α-D3-64N,VTA,333,50 mg/Kg,70 MG/KG,F,F,16056328,4033028,0.2484,0.0705
2809217,Shank3,ZRFF2846,0.0,α-D3-65R,VTA,334,,F-O,F,F,22841094,518610,0.0288,0.1019
2809218,Shank3,ZR6GB423,2.37497078280878,α-D3-66N,VTA,335,,SALINE,F,S,36424470,23441548,0.5762,0.0641
2809219,Shank3,ZR88B2N2,1.32263377393779,α-D3-67R,VTA,336,50 mg/Kg,0 MG/KG,F,F,44211646,4592792,0.4642,0.0323
2809220,Shank3,ZRW7R387,3.03636287143217,α-D3-68N,VTA,337,50 mg/Kg,25 MG/KG,F,F,32323516,11003334,0.5489,0.0199
2809221,Shank3,ZRT4W626,2.72270238311596,α-D3-69R,VTA,338,50 mg/Kg,40 MG/KG,F,F,33110274,19342422,0.5837,0.0247
2809222,Shank3,ZR4YH224,2.17399450488596,α-D3-70N,VTA,339,50 mg/Kg,70 MG/KG,F,F,28133926,16751242,0.6605,0.0168
2809223,Shank3,ZRP4E847,1.33538569437645,α-D3-71R,VTA,340,,F-O,F,F,23186622,18348822,0.4851,0.0116
2809224,Shank3,ZRF262H4,1.80170369115284,α-D3-72N,VTA,341,,SALINE,F,S,25302098,18665464,0.5839,0.0682
2809225,Shank3,ZRVU6262,1.95134723711365,α-D3-85R,VTA,342,,40 MG/KG w/o SULB,F,F,25775122,20075546,0.6473,0.1036
2809226,Shank3,ZRMM3342,0.0,α-D3-86N,VTA,343,,40 MG/KG w/o SULB,F,F,35631494,2365970,0.087,0.0444
2809227,Shank3,ZRF6R222,8.93193848685426,α-D3-87R,VTA,344,,40 MG/KG w/o SULB,F,F,20756954,6792334,0.2032,0.0143
2809228,Shank3,ZRTG4324,0.99349249894244,α-D3-88N,VTA,345,,40 MG/KG w/o SULB,F,F,21797346,10670428,0.2954,0.0129
2809229,Shank3,ZR823T32,0.936106035582987,α-D3-89R,VTA,346,,40 MG/KG w/o SULB,F,F,68143484,2923038,0.2324,0.0165
2809230,Shank3,ZR38647C,1.36859552955192,α-D3-90N,VTA,347,,40 MG/KG w/o SULB,F,F,32805892,22745944,0.4556,0.0217
2809231,Shank3,ZRE26L24,3.1114401839523,β-D3-1R,PFC,348,50 mg/Kg,0 MG/KG,M,F,51448534,5964640,0.2534,0.3164
2809232,Shank3,ZRRN7473,0.0,β-D3-2N,PFC,349,50 mg/Kg,25 MG/KG,M,F,36756670,3288502,0.2933,0.2064
2809233,Shank3,ZRK38E47,0.0,β-D3-3R,PFC,350,50 mg/Kg,40 MG/KG,M,F,32647104,2372430,0.1472,0.0792
2809234,Shank3,ZR7B6R46,5.63029174311078,β-D3-4N,PFC,351,50 mg/Kg,70 MG/KG,M,F,37871040,2673526,0.1962,0.0204
2809235,Shank3,ZR2M8K48,32.5056031896353,β-D3-5R,PFC,352,,F-O,M,F,46201762,762158,0.0283,0.1469
2809236,Shank3,ZR7X32Q2,11.0203488112057,β-D3-6N,PFC,353,,SALINE,M,S,38788560,22421718,0.6914,0.1247
2809237,Shank3,ZR262626,10.2502634618534,β-D3-7R,PFC,354,50 mg/Kg,0 MG/KG,M,F,37193590,27530254,0.7445,0.1043
2809238,Shank3,ZRF3B472,6.87334159456452,β-D3-8N,PFC,355,50 mg/Kg,25 MG/KG,M,F,35833482,15404924,0.6791,0.1649
2809239,Shank3,ZR26WT72,8.61616924654617,β-D3-10N,PFC,356,50 mg/Kg,70 MG/KG,M,F,32931196,24287020,0.6641,0.0863
2809240,Shank3,ZRRV4278,11.7758678813633,β-D3-11R,PFC,357,,F-O,M,F,30821576,18096202,0.6705,0.0241
2809241,Shank3,ZRMM8624,11.505441049156,β-D3-12N,PFC,358,,SALINE,M,S,24816426,4406432,0.5056,0.012
2809242,Shank3,ZR7HA488,17.7894188693183,β-D3-13R,PFC,359,50 mg/Kg,0 MG/KG,M,F,33620212,18754464,0.7023,0.0256
2809243,Shank3,ZR8AR468,13.6815066236847,β-D3-14N,PFC,360,50 mg/Kg,25 MG/KG,M,F,37859884,26015404,0.6849,0.0217
2809244,Shank3,ZR8RR262,19.020361106139,β-D3-15R,PFC,361,50 mg/Kg,40 MG/KG,M,F,28450754,23560458,0.7273,0.0229
2809245,Shank3,ZRX42N64,18.9803487135233,β-D3-16N,PFC,362,50 mg/Kg,70 MG/KG,M,F,31418848,27744844,0.7833,0.037
2809246,Shank3,ZRN6R878,24.586545064871,β-D3-17R,PFC,363,,F-O,M,F,34489704,21551214,0.7669,0.0328
2809247,Shank3,ZR82NJ37,16.3385754878171,β-D3-18N,PFC,364,,SALINE,M,S,33429610,18498354,0.7291,0.0607
2809248,Shank3,ZR37843K,15.1196283243112,β-D3-19R,PFC,365,50 mg/Kg,0 MG/KG,M,F,23006226,18040688,0.7442,0.2022
2809249,Shank3,ZR86N2M8,11.3262602350539,β-D3-20N,PFC,366,50 mg/Kg,25 MG/KG,M,F,28105484,21251774,0.7571,0.0659
2809250,Shank3,ZRMY6287,22.6531323456661,β-D3-21R,PFC,367,50 mg/Kg,40 MG/KG,M,F,32168738,29648050,0.7643,0.0374
2809251,Shank3,ZR36RN37,26.8462414458607,β-D3-23R,PFC,368,,F-O,M,F,28354346,21575302,0.7914,0.0354
2809252,Shank3,ZR28A8M6,31.2417621720475,β-D3-24N,PFC,369,,SALINE,M,S,30064950,20928496,0.7766,0.073
2809253,Shank3,ZR23UU83,16.1242686106593,β-D3-25R,PFC,370,50 mg/Kg,0 MG/KG,M,F,72427092,53428316,0.7457,0.0408
2809254,Shank3,ZR6E24Y3,21.0601561366473,β-D3-26N,PFC,371,50 mg/Kg,25 MG/KG,M,F,58802510,43458636,0.7676,0.0634
2809255,Shank3,ZR72HL24,14.7218378010772,β-D3-27R,PFC,372,50 mg/Kg,40 MG/KG,M,F,37684634,24119256,0.7899,0.1165
2809256,Shank3,ZR38A6Q6,15.1587817211071,β-D3-28N,PFC,373,50 mg/Kg,70 MG/KG,M,F,84406496,53781286,0.7308,0.0926
2809257,Shank3,ZR7AK468,9.12375863541802,β-D3-30N,PFC,374,,SALINE,M,S,24720386,16958488,0.6944,0.041
2809258,Shank3,ZR8D86X8,12.1996048000063,β-D3-31R,PFC,375,50 mg/Kg,0 MG/KG,M,F,31001214,18434438,0.6834,0.0573
2809259,Shank3,ZREK7677,10.7360955122958,β-D3-32N,PFC,376,50 mg/Kg,25 MG/KG,M,F,37293156,20640852,0.6446,0.038
2809260,Shank3,ZRQ6B428,12.6394839348176,β-D3-33R,PFC,377,50 mg/Kg,40 MG/KG,M,F,25647098,17302162,0.6529,0.064
2809261,Shank3,ZRRU8376,12.031999250658,β-D3-35R,PFC,378,,F-O,M,F,42848500,28249476,0.5716,0.0592
2809262,Shank3,ZR8W42G4,10.9521360095715,β-D3-36N,PFC,379,,SALINE,M,S,20564844,15913170,0.6911,0.035
2809263,Shank3,ZR76GT72,12.8690082610652,β-D3-73R,PFC,380,50 mg/Kg,0 MG/KG,M,F,37744628,23409956,0.678,0.0423
2809264,Shank3,ZRKR6224,13.630293543693,β-D3-74N,PFC,381,50 mg/Kg,25 MG/KG,M,F,32589782,22516884,0.751,0.0296
2809265,Shank3,ZR8468Y4,39.5725610096915,β-D3-75R,PFC,382,50 mg/Kg,40 MG/KG,M,F,19841946,16039474,0.793,0.0278
2809266,Shank3,ZR7FW783,19.1999678966924,β-D3-76N,PFC,383,50 mg/Kg,70 MG/KG,M,F,23036572,13662686,0.6915,0.0635
2809267,Shank3,ZRVE2834,18.8812121319855,β-D3-77R,PFC,384,,F-O,M,F,22286094,15617040,0.6021,0.0229
2809268,Shank3,ZRU7E644,19.1331070779804,β-D3-78N,PFC,385,,SALINE,M,F,32701018,5210026,0.3717,0.023
2809269,Shank3,ZRP6D883,11.6342733050778,β-D3-79R,PFC,386,,40 MG/KG w/o SULB,M,F,28847300,5445010,0.301,0.0051
2809270,Shank3,ZREU7383,20.4786246513524,β-D3-80N,PFC,387,,40 MG/KG w/o SULB,M,F,19827794,10439788,0.6025,0.0215
2809271,Shank3,ZRQ6P323,12.3254111197011,β-D3-81R,PFC,388,,40 MG/KG w/o SULB,M,F,20962724,17140604,0.6329,0.1391
2809272,Shank3,ZRGV2367,19.9799157907644,β-D3-82N,PFC,389,,40 MG/KG w/o SULB,M,F,41291714,27168902,0.7482,0.0298
2809273,Shank3,ZR3A286F,27.9084167767987,β-D3-83R,PFC,390,,40 MG/KG w/o SULB,M,F,44578976,19385514,0.8107,0.0183
2809274,Shank3,ZR4GC384,21.6537313061998,β-D3-84N,PFC,391,,40 MG/KG w/o SULB,M,F,33754720,26472066,0.7605,0.0134
2809275,Shank3,ZR67HF36,29.3697328238004,β-D3-91N,PFC,392,50 mg/Kg,70 MG/KG,M,F,13592560,9210412,0.6589,0.0289
2809276,Shank3,ZR7GU723,0.0,α-D3-37R,PFC,393,50 mg/Kg,0 MG/KG,F,F,55203388,1109004,0.012,0.0925
2809277,Shank3,ZRCC8843,3.04146593581448,α-D3-38N,PFC,394,50 mg/Kg,25 MG/KG,F,F,41617856,3892668,0.4029,0.0601
2809278,Shank3,ZR4EC684,0.0,α-D3-39R,PFC,395,50 mg/Kg,40 MG/KG,F,F,42927484,664466,0.0274,0.0359
2809279,Shank3,ZRMC7227,0.0,α-D3-40N,PFC,396,50 mg/Kg,70 MG/KG,F,F,40188702,625526,0.0093,0.0955
2809280,Shank3,ZRNU6423,0.0,α-D3-41R,PFC,397,,F-O,F,F,57442344,1706274,0.1308,0.0285
